3,35.7801,2
3,36.6598,7
3,36.8598,9
3,38.14,7
3,38.3801,9
3,39.6197,7
3,39.94,9
3,40.2598,11
3,40.54,9
3,40.6197,2
3,40.9801,7
3,41.2197,2
0,41.34,10
3,41.3801,2
3,42.14,7
3,42.4598,2
3,42.6598,2
3,42.94,9
3,43.2598,7
3,43.6197,0
3,44.1801,2
3,44.34,11
3,44.4598,9
3,44.74,11
3,44.94,2
3,45.0999,2
3,45.4999,2
3,45.6598,2
3,45.94,9
3,46.2197,7
3,46.8197,10
3,47.1801,9
1,47.54,10
2,47.74,7
2,48.0999,6
3,48.4598,2
3,48.6598,2
3,48.9801,9
3,49.9801,2
3,50.1801,2
3,50.54,9
3,51.34,7
3,51.4598,2
3,51.6598,2
3,51.94,9
3,52.2598,11
3,52.4999,9
3,52.8197,7
3,53.0197,2
3,53.2999,11
3,53.74,9
3,53.94,7
3,54.4598,2
3,54.6598,2
3,54.94,7
3,55.0197,9
3,55.9801,2
3,56.14,2
3,56.4598,7
3,56.4999,9
3,57.4598,2
3,57.6598,2
3,57.8999,9
3,58.2598,11
3,58.2598,11
3,58.54,9
3,58.8197,7
3,58.9801,6
3,59.0598,7
3,59.34,2
0,59.8,6
3,60.0802,7
3,60.4802,2
3,60.6401,2
0,60.8401,0
3,61,9
3,61.2802,4
3,61.4,2
3,61.6,9
3,62.1203,2
3,62.4401,9
3,62.9203,11
3,63.2802,4
3,63.6401,2
3,63.8401,7
3,63.9203,9
3,64.2401,11
3,64.5203,9
3,64.6401,6
3,64.8,7
3,64.9604,2
3,64.9604,6
3,65.3203,11
3,66.4401,4
3,66.5203,6
3,66.7203,6
3,67.2,7
3,67.4802,6
3,67.8,4
3,67.9604,2
3,68.1604,2
3,68.2802,4
3,68.6,10
3,68.7203,7
3,69.2802,4
3,69.4401,7
3,69.6802,7
3,69.8401,7
3,70.2401,0
0,70.4,9
3,70.6,9
3,71.2,7
3,71.4401,6
1,71.7203,7
2,72.8401,11
3,73.4,2
3,73.5604,6
3,73.6401,7
3,73.8,6
3,73.9604,2
3,74.2,11
3,74.4,9
3,74.7604,11
3,75.8401,0
3,76.5604,0
3,76.6401,2
3,76.8802,0
3,76.9604,11
3,77.2401,9
3,77.7604,7
3,79,2
3,79.4,2
3,79.6,6
3,79.6401,7
3,79.8401,6
3,80,4
3,80.2401,2
3,80.4,2
3,80.8401,11
2,82,7
3,82.4,7
3,82.6,2
3,82.8401,10
3,82.9604,9
3,83.2,7
2,83.7203,2
3,84.6802,7
3,84.8802,9
0,86.1203,7
0,86.4,9
1,87.6401,7
1,87.9203,9
2,88.3604,7
2,88.4401,9
2,88.9604,7
3,89.1604,2
1,89.2802,10
3,89.4,7
2,90.5,2
2,90.9,4
3,90.9802,7
2,91.4203,7
1,92.4203,6
1,92.5,9
1,92.9401,9
2,93.1401,7
3,93.5,2
2,93.7802,11
3,93.9802,7
3,94.6203,6
3,94.9802,7
3,95.3401,2
3,95.7802,0
2,96.1401,11
3,96.5401,0
2,96.9,11
3,97.6199,7
3,97.8999,6
3,98.0199,2
3,98.2199,11
3,98.3799,9
3,98.7399,11
3,99.1399,7
3,99.1799,9
3,99.6199,9
3,99.8199,7
3,99.8609,11
3,100.2609,11
3,100.4999,2
3,100.6609,2
3,100.8609,0
3,100.9799,11
3,101.1799,9
3,101.3799,5
3,101.4609,7
3,102.0999,7
3,102.4999,10
3,102.6609,2
3,102.9799,9
3,103.2999,7
3,103.6199,0
3,103.8799,6
3,104.0199,2
3,104.1799,2
3,104.4999,9
3,104.7799,11
3,104.9799,2
3,105.4999,2
3,105.6609,2
3,105.8199,0
3,105.9799,9
3,106.2609,7
3,106.7799,9
3,106.8999,10
3,107.2199,9
3,107.4199,9
3,107.7399,7
3,108.1399,6
3,108.4199,2
3,108.6199,3
3,108.8609,3
3,109.1399,10
3,109.2609,3
3,109.3799,5
3,109.4999,10
3,109.6199,3
3,109.7399,10
3,109.9799,3
3,110.1799,3
3,110.4999,10
3,111.4999,3
3,111.6999,3
3,112.0199,10
3,112.4199,3
3,112.8609,8
3,113.1799,3
3,113.4609,10
3,113.7799,0
3,114.0199,10
3,114.3399,8
3,114.5399,3
3,114.7399,10
3,114.8199,0
3,115.9799,3
3,116.1799,3
3,116.4609,8
3,116.5399,10
3,117.4999,10
3,117.6609,3
3,117.9799,8
3,118.0199,10
3,118.4199,3
3,118.9799,3
3,119.1799,3
3,119.4199,10
3,119.7799,0
0,119.8799,10
0,120.1599,8
0,120.3209,7
0,120.3999,8
3,120.7209,3
3,121.0799,8
3,121.4399,8
3,121.7209,3
3,121.8399,3
3,121.9999,3
3,122.2799,8
3,122.3599,10
3,122.5999,3
3,122.6799,5
3,122.7999,3
3,122.9599,10
3,123.3209,3
3,123.4799,3
3,123.7999,10
3,124.1599,1
3,124.2799,0
3,124.7999,3
3,124.9999,3
3,125.2799,10
3,125.5999,0
3,125.8799,10
3,126.1599,8
3,126.3209,3
3,126.5999,10
3,126.7209,0
0,127.1209,5
3,127.6399,0
3,127.8799,7
3,128.5599,8
3,128.8399,7
3,129.0399,1
3,129.1599,5
3,129.3209,3
0,129.3599,4
3,129.6399,5
3,129.9599,10
3,130.0799,8
0,130.1209,5
3,130.6399,5
3,130.8399,8
3,131.0399,8
3,131.2399,5
3,131.3999,5
3,131.5999,1
3,131.9599,10
3,132.5599,8
3,132.7209,8
3,133.0799,8
3,134.1999,4
0,134.2799,11
1,134.7599,2
1,134.9209,6
2,134.9999,7
1,135.1999,6
1,135.3209,2
0,135.5599,11
0,135.7599,9
0,136.1209,11
0,137.1999,9
0,137.2799,7
3,137.5999,2
3,137.9209,0
3,138.0399,2
3,138.2399,0
1,138.3599,11
2,138.5999,9
1,138.7209,11
2,138.8799,7
1,139.1209,7
1,140.2799,11
3,140.7999,2
3,140.9599,6
3,141.0399,7
3,141.1999,6
3,141.3599,4
3,141.5999,2
3,141.6799,4
3,141.7599,2
2,142.1599,11
1,143.1999,9
1,143.2399,7
1,143.7599,7
1,143.9209,8
1,143.9599,2
1,144.1999,10
2,144.3209,9
2,144.5999,7
2,144.7209,11
2,144.7599,6
2,144.7599,7
